SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-15SB6-0005-SM-7P8OO		B1		9.4	Blood	Whole Blood	0013756	-48		BP-49507	RNA isolation_PAXgene Blood RNA (Manual)	02/14/2014	LCSET-6758	04/05/2015	TruSeq.v1	RNASEQ		0.979371	1.12343e+06	0.956103		0.981443	0.791847		19631	1		76		0.00318831	270	0	1.18017e+08	0.0429809	268018	1.20248e+08	1.76943e+07		19643	5.87167e+07			0	0.164256	0.981443	0.777152	1.18017e+08	0.00416743	2.62929e+07	1.3203e+08	2.6553e+07	260	2.66585e+07	2.76576e+07	0.00367684	2.64434e+07	49.7974	0.00222887	0.983515		0	50.2461
GTEX-15SDE-0006-SM-7PC19		B1		9.2	Blood	Whole Blood	0013756	-57		BP-49507	RNA isolation_PAXgene Blood RNA (Manual)	02/14/2014	LCSET-6761	04/12/2015	TruSeq.v1	RNASEQ		0.985507	717810	0.960045		0.988717	0.823482		22246	1		76		0.00402175	286	0	1.28183e+08	0.0382098	693833	1.29646e+08	1.66007e+07		22266	6.36188e+07			0	0.136563	0.988717	0.814191	1.28183e+08	0.00595134	2.79498e+07	6.21123e+07	2.80788e+07	330	2.82288e+07	2.62706e+07	0.00498341	2.81895e+07	49.9651	0.00535176	0.991928		0	50.1152
GTEX-16AAH-0005-SM-7P8RD		B1		6.2	Blood	Whole Blood	0013756	-92		BP-49977	RNA isolation_PAXgene Blood RNA (Manual)	02/28/2014	LCSET-6759	04/06/2015	TruSeq.v1	RNASEQ		0.889549	640343	0.955088		0.934231	0.791518		18406	1		76		0.00418956	97	0	6.99512e+07	0.0433732	341034	7.48757e+07	1.08944e+07		18411	3.31582e+07			0	0.163571	0.934231	0.739461	6.99512e+07	0.0118617	1.52286e+07	9.1843e+07	1.49e+07	111	1.66724e+07	1.56601e+07	0.00784217	1.68119e+07	50.2084	0.00455467	0.978914		0	49.4547
GTEX-16BQI-0006-SM-7SB6K		B1		5.9	Blood	Whole Blood	0013756	-81		BP-49977	RNA isolation_PAXgene Blood RNA (Manual)	02/28/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.986433	840200	0.94208		0.989197	0.731672		20046	1		76		0.00292264	124	0	7.65963e+07	0.0573192	249741	7.74329e+07	8.9098e+06		20073	3.80785e+07			0	0.210408	0.989197	0.723768	7.65963e+07	0.00472664	1.65284e+07	5.54366e+07	1.67429e+07	142	1.67714e+07	1.34707e+07	0.00382212	1.67291e+07	49.937	0.00322526	0.991961		0	50.3224
GTEX-16MT8-0005-SM-7PBYO		C1		7.3	Blood	Whole Blood	0013756	403		BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6761	04/12/2015	TruSeq.v1	RNASEQ		0.937188	452462	0.979061		0.940926	0.805861		16229	1		76		0.0028112	103	0	1.0319e+08	0.018941	107058	1.09669e+08	1.59509e+07		16230	5.1225e+07			0	0.1732	0.940926	0.758256	1.0319e+08	0.00527218	2.46799e+07	2.25703e+08	2.4647e+07	155	2.47044e+07	2.94357e+07	0.0040368	2.50453e+07	50.3426	0.000976192	0.944664		0	49.9667
GTEX-16MT9-0006-SM-7MXTU		C1		7	Blood	Whole Blood	0013756	471		BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6757	03/27/2015	TruSeq.v1	RNASEQ		0.965537	192436	0.979823		0.975552	0.812137		19239	1		76		0.00334951	115	0	6.85582e+07	0.0196074	289926	7.02763e+07	1.16941e+07		19253	3.38549e+07			0	0.167685	0.975552	0.792282	6.85582e+07	0.00507351	1.56568e+07	7.18462e+07	1.57617e+07	125	1.60654e+07	1.60491e+07	0.00420266	1.60437e+07	49.9662	0.00412551	0.985567		0	50.167
GTEX-16MTA-0005-SM-7RHFT		B1		7.3	Blood	Whole Blood	0013756	-85		BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6760	04/19/2015	TruSeq.v1	RNASEQ		0.989237	316327	0.974862		0.991073	0.837032		18417	1		76		0.00258127	197	0	9.35839e+07	0.0243065	384338	9.44269e+07	9.196e+06		18428	4.65969e+07			0	0.13783	0.991073	0.829559	9.35839e+07	0.00396351	2.13709e+07	7.73843e+07	2.15177e+07	207	2.1546e+07	2.19462e+07	0.00327111	2.15141e+07	49.9629	0.00407022	0.992908		0	50.1711
GTEX-16NGA-0006-SM-9JGFQ		B1		7.5	Blood	Whole Blood	0013756	-43		BP-50067	RNA isolation_PAXgene Blood RNA (Manual)	03/03/2014	LCSET-6805	04/27/2015	TruSeq.v1	RNASEQ		0.980079	552352	0.973221		0.981119	0.809648		20546	1		76		0.00240608	269	0	1.33749e+08	0.026077	509155	1.36323e+08	6.91293e+06		20564	6.66523e+07			0	0.163574	0.981119	0.79436	1.33749e+08	0.00324468	3.0421e+07	1.24371e+08	3.06704e+07	305	3.0704e+07	3.06342e+07	0.00282494	3.05365e+07	49.8633	0.00373492	0.982158		0	50.2042
GTEX-16NPV-0005-SM-7PC2F		C1		7.2	Blood	Whole Blood	0013756	526		BP-50230	RNA isolation_PAXgene Blood RNA (Manual)	03/07/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.976899	629396	0.96913		0.981893	0.768701		19533	1		76		0.00374252	126	0	8.92055e+07	0.0298323	285674	9.08505e+07	1.56959e+07		19547	4.41794e+07			0	0.200429	0.981893	0.754782	8.92055e+07	0.00553674	2.03094e+07	1.01256e+08	2.03845e+07	148	2.05809e+07	1.91204e+07	0.00463507	2.05715e+07	49.9887	0.00314444	0.986886		0	50.0922
GTEX-16NPX-0005-SM-7MKGG		C1		7.3	Blood	Whole Blood	0013756	507		BP-50230	RNA isolation_PAXgene Blood RNA (Manual)	03/07/2014	LCSET-6756	03/23/2015	TruSeq.v1	RNASEQ		0.982029	499763	0.968767		0.987731	0.800448		18778	1		76		0.00435566	126	0	7.02285e+07	0.0306192	236477	7.11008e+07	1.0681e+07		18789	3.47765e+07			0	0.168319	0.987731	0.790627	7.02285e+07	0.00584857	1.52598e+07	3.08223e+07	1.55454e+07	138	1.56814e+07	1.32829e+07	0.00509781	1.55254e+07	49.7502	0.00332594	0.993432		0	50.4635
GTEX-16XZY-0006-SM-7SB99		B1		7.5	Blood	Whole Blood	0013756	-74		BP-50309	RNA isolation_PAXgene Blood RNA (Manual)	03/10/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.989006	2.7658e+06	0.901293		0.990784	0.701217		20161	1		76		0.00256252	206	0	1.06179e+08	0.0982143	519978	1.07167e+08	1.11839e+07		20190	5.28663e+07			0	0.200075	0.990784	0.694755	1.06179e+08	0.00387136	2.18252e+07	1.27674e+08	2.21868e+07	216	2.22112e+07	1.89559e+07	0.00321577	2.19942e+07	49.7546	0.00485204	0.992562		0	50.4108
GTEX-16XZZ-0006-SM-7MKF5		C1		8.3	Blood	Whole Blood	0013756	312		BP-50309	RNA isolation_PAXgene Blood RNA (Manual)	03/10/2014	LCSET-6756	03/23/2015	TruSeq.v1	RNASEQ		0.939058	361897	0.985357		0.943832	0.825159		16426	1		76		0.00338416	100	0	9.6012e+07	0.0129423	251405	1.01726e+08	1.20468e+07		16426	4.75758e+07			0	0.160198	0.943832	0.778811	9.6012e+07	0.00546288	2.33058e+07	1.8447e+08	2.28243e+07	143	2.3031e+07	2.8026e+07	0.00441826	2.36152e+07	50.6263	0.0024714	0.948605		0	49.4781
GTEX-16YQH-0006-SM-7P8OQ		C1		8	Blood	Whole Blood	0013756	792		BP-50507	RNA isolation_PAXgene Blood RNA (Manual)	03/14/2014	LCSET-6758	04/05/2015	TruSeq.v1	RNASEQ		0.975026	369511	0.981854		0.976782	0.79756		20137	1		76		0.003165	203	0	1.06869e+08	0.016914	548154	1.09409e+08	1.57763e+07		20156	5.31479e+07			0	0.184294	0.976782	0.779042	1.06869e+08	0.00403848	2.44282e+07	1.0406e+08	2.47191e+07	244	2.47217e+07	2.46132e+07	0.00360096	2.46159e+07	49.8928	0.00501014	0.978538		0	50.296
GTEX-16Z82-0005-SM-7PBXZ		C1		8.3	Blood	Whole Blood	0013756	448		BP-50507	RNA isolation_PAXgene Blood RNA (Manual)	03/14/2014	LCSET-6761	04/12/2015	TruSeq.v1	RNASEQ		0.981662	492038	0.974249		0.985181	0.798724		20913	1		76		0.00312431	203	0	1.06608e+08	0.0244869	412120	1.08212e+08	1.38105e+07		20926	5.29554e+07			0	0.175525	0.985181	0.786888	1.06608e+08	0.00563179	2.42001e+07	9.36533e+07	2.43815e+07	211	2.4452e+07	2.40531e+07	0.00437357	2.45126e+07	50.0618	0.00380847	0.988701		0	50.1868
GTEX-178AV-0005-SM-9JGFM		B1		8.1	Blood	Whole Blood	0013756	-182		BP-50507	RNA isolation_PAXgene Blood RNA (Manual)	03/14/2014	LCSET-6805	04/27/2015	TruSeq.v1	RNASEQ		0.973175	568938	0.96946		0.974396	0.792764		18626	1		76		0.00191589	111	0	8.39835e+07	0.0296037	223351	8.61903e+07	4.5961e+06		18633	4.18076e+07			0	0.176696	0.974396	0.772466	8.39835e+07	0.00314299	1.9397e+07	1.18775e+08	1.95794e+07	132	1.96089e+07	2.10513e+07	0.00252867	1.94923e+07	49.8508	0.00259137	0.975617		0	50.2341
GTEX-17EUY-0006-SM-7P8SB		B1		8.5	Blood	Whole Blood	0013756	-229		BP-50738	RNA isolation_PAXgene Blood RNA (Manual)	03/21/2014	LCSET-6759	04/06/2015	TruSeq.v1	RNASEQ		0.926085	931484	0.952501		0.959416	0.808758		21924	1		76		0.00450178	167	0	9.91025e+07	0.0466816	325283	1.03295e+08	1.58593e+07		21939	4.76541e+07			0	0.143743	0.959416	0.775934	9.91025e+07	0.00954154	2.06827e+07	5.46966e+07	2.08413e+07	181	2.25957e+07	2.03143e+07	0.00693412	2.22007e+07	49.5591	0.00314908	0.992746		0	50.191
GTEX-17EVP-0005-SM-7P8RC		C1		7.9	Blood	Whole Blood	0013756	792		BP-50738	RNA isolation_PAXgene Blood RNA (Manual)	03/21/2014	LCSET-6759	04/06/2015	TruSeq.v1	RNASEQ		0.902016	273898	0.980746		0.931605	0.77738		19204	1		76		0.00388222	88	0	7.98416e+07	0.0172205	205269	8.57033e+07	1.20818e+07		19211	3.84926e+07			0	0.203366	0.931605	0.724211	7.98416e+07	0.0101963	1.84018e+07	1.25758e+08	1.77897e+07	118	1.926e+07	1.93168e+07	0.00693896	1.95339e+07	50.3531	0.00239511	0.961194		0	49.1544
GTEX-17EVQ-0006-SM-7MGWB		C1		8.6	Blood	Whole Blood	0013756	861		BP-50738	RNA isolation_PAXgene Blood RNA (Manual)	03/21/2014	LCSET-6755	04/12/2015	TruSeq.v1	RNASEQ		0.96628	184787	0.987007		0.967743	0.819592		13990	1		76		0.0026236	57	0	6.63053e+07	0.0117289	47502	6.85154e+07	5.28650e+06		13991	3.30255e+07			0	0.167415	0.967743	0.793154	6.63053e+07	0.00352275	1.62394e+07	1.36139e+08	1.61115e+07	99	1.612e+07	2.03141e+07	0.0030725	1.63318e+07	50.3263	0.000693304	0.969205		0	49.8022
GTEX-17GQL-0005-SM-7MKF4		B1		6.9	Blood	Whole Blood	0013756	-60		BP-50944	RNA isolation_PAXgene Blood RNA (Manual)	03/28/2014	LCSET-6756	03/23/2015	TruSeq.v1	RNASEQ		0.981276	1.18456e+06	0.933498		0.9864	0.779528		17308	1		76		0.0035228	105	0	7.05915e+07	0.0659651	345032	7.15648e+07	9.89685e+06		17314	3.50225e+07			0	0.15397	0.9864	0.768927	7.05915e+07	0.00551024	1.52842e+07	9.44246e+07	1.538e+07	116	1.54574e+07	1.60382e+07	0.00451136	1.55914e+07	50.2157	0.00482125	0.991523		0	50.1562
GTEX-17HG3-0006-SM-7MKFE		C1		8.5	Blood	Whole Blood	0013756	991		BP-50944	RNA isolation_PAXgene Blood RNA (Manual)	03/28/2014	LCSET-6756	03/23/2015	TruSeq.v1	RNASEQ		0.960366	397105	0.981118		0.964826	0.792511		19679	1		76		0.00357909	119	0	9.81283e+07	0.0176959	210793	1.01706e+08	1.30113e+07		19691	4.86651e+07			0	0.188606	0.964826	0.764636	9.81283e+07	0.00563695	2.31286e+07	1.41828e+08	2.28863e+07	154	2.30891e+07	2.53209e+07	0.00460326	2.33953e+07	50.3293	0.00207258	0.969286		0	49.7366
GTEX-17HGU-0006-SM-7MXT8		C1		7.4	Blood	Whole Blood	0013756	219		BP-51006	RNA isolation_PAXgene Blood RNA (Manual)	03/31/2014	LCSET-6757	03/27/2015	TruSeq.v1	RNASEQ		0.942732	397320	0.978689		0.952139	0.823353		18071	1		76		0.00321935	100	0	8.49751e+07	0.0198858	198898	8.92465e+07	1.4987e+07		18074	4.19557e+07			0	0.155336	0.952139	0.783946	8.49751e+07	0.00491565	1.97118e+07	1.43277e+08	1.98141e+07	134	2.01196e+07	2.31391e+07	0.00405912	2.02387e+07	50.1475	0.00222864	0.961547		0	50.1295
GTEX-17HHE-0005-SM-7P8OT		B1		8.7	Blood	Whole Blood	0013756	3		BP-51006	RNA isolation_PAXgene Blood RNA (Manual)	03/31/2014	LCSET-6758	04/05/2015	TruSeq.v1	RNASEQ		0.980278	343286	0.979715		0.982228	0.830042		20577	1		76		0.00299874	195	0	1.1023e+08	0.0191478	359442	1.12224e+08	1.46098e+07		20589	5.48452e+07			0	0.149674	0.982228	0.81529	1.1023e+08	0.00455727	2.56312e+07	1.11704e+08	2.57432e+07	254	2.58095e+07	2.74447e+07	0.00377645	2.57811e+07	49.9724	0.00320288	0.984177		0	50.109
GTEX-17HHY-0006-SM-7MXT4		C1		8.6	Blood	Whole Blood	0013756	591		BP-51144	RNA isolation_PAXgene Blood RNA (Manual)	04/04/2014	LCSET-6757	03/27/2015	TruSeq.v1	RNASEQ		0.953128	192494	0.983287		0.962871	0.791249		18681	1		76		0.00330555	93	0	6.81521e+07	0.015556	214069	7.07801e+07	1.18018e+07		18688	3.36481e+07			0	0.192037	0.962871	0.761871	6.81521e+07	0.0049129	1.58848e+07	1.03984e+08	1.59262e+07	109	1.6213e+07	1.72912e+07	0.00410109	1.62872e+07	50.1141	0.00302442	0.972613		0	50.065
GTEX-17HII-0005-SM-7MKF6		C1		8.1	Blood	Whole Blood	0013756	443		BP-51144	RNA isolation_PAXgene Blood RNA (Manual)	04/04/2014	LCSET-6756	03/23/2015	TruSeq.v1	RNASEQ		0.956253	379711	0.984261		0.962435	0.800234		17626	1		76		0.00367611	110	0	9.20676e+07	0.0143861	182708	9.56611e+07	1.33523e+07		17633	4.55569e+07			0	0.184027	0.962435	0.770173	9.20676e+07	0.00549752	2.17872e+07	1.49081e+08	2.15601e+07	140	2.18378e+07	2.4667e+07	0.00458097	2.21147e+07	50.3151	0.00190995	0.968617		0	49.7381
GTEX-17JCI-0005-SM-7P8OL		C1		9.2	Blood	Whole Blood	0013756	416		BP-51144	RNA isolation_PAXgene Blood RNA (Manual)	04/04/2014	LCSET-6758	04/05/2015	TruSeq.v1	RNASEQ		0.978748	383531	0.978594		0.980565	0.801347		19376	1		76		0.00282973	152	0	9.31569e+07	0.0207944	357037	9.50033e+07	1.32931e+07		19390	4.63861e+07			0	0.177247	0.980565	0.785773	9.31569e+07	0.00373925	2.14752e+07	1.04534e+08	2.1581e+07	202	2.16466e+07	2.21232e+07	0.00328365	2.15782e+07	49.921	0.00375815	0.982382		0	50.1228
GTEX-17KNJ-0005-SM-7PBYB		C1		8.8	Blood	Whole Blood	0013756	-55		BP-51144	RNA isolation_PAXgene Blood RNA (Manual)	04/04/2014	LCSET-6761	04/12/2015	TruSeq.v1	RNASEQ		0.986737	417137	0.961924		0.99069	0.820109		18975	1		76		0.00321397	120	0	7.1356e+07	0.0373597	266211	7.20266e+07	9.64615e+06		18982	3.54515e+07			0	0.141815	0.99069	0.812474	7.1356e+07	0.00559986	1.57659e+07	4.9741e+07	1.59294e+07	140	1.60003e+07	1.48331e+07	0.00440216	1.59771e+07	49.9638	0.00369601	0.994643		0	50.2578
GTEX-17MFQ-0006-SM-7PBXP		B1		8.8	Blood	Whole Blood	0013756	-109		BP-51278	RNA isolation_PAXgene Blood RNA (Manual)	04/08/2014	LCSET-6761	04/12/2015	TruSeq.v1	RNASEQ		0.988284	731096	0.959021		0.9918	0.798239		20132	1		76		0.00322029	206	0	1.06523e+08	0.0404157	339553	1.07404e+08	1.50789e+07		20152	5.2951e+07			0	0.160782	0.9918	0.791694	1.06523e+08	0.0050965	2.3412e+07	6.06109e+07	2.35897e+07	253	2.37236e+07	2.21062e+07	0.00415507	2.36506e+07	49.923	0.00316145	0.995316		0	50.189
GTEX-183FY-0005-SM-9KNTO		B1		8.9	Blood	Whole Blood	0013756	-68		BP-51499	RNA isolation_PAXgene Blood RNA (Manual)	04/11/2014	LCSET-6806	05/12/2015	TruSeq.v1	RNASEQ		0.991638	994489	0.949678		0.99273	0.796452		19698	1		76		0.00287345	204	0	9.9287e+07	0.049888	405826	1.00014e+08	1.19724e+07		19717	4.94821e+07			0	0.153226	0.99273	0.790662	9.9287e+07	0.00367805	2.15035e+07	5.10964e+07	2.17283e+07	223	2.17716e+07	2.0656e+07	0.00327531	2.15859e+07	49.7859	0.00405769	0.993822		0	50.26
GTEX-183WM-0005-SM-9JGFW		C1		7.1	Blood	Whole Blood	0013756	798		BP-51578	RNA isolation_PAXgene Blood RNA (Manual)	04/15/2014	LCSET-6805	04/27/2015	TruSeq.v1	RNASEQ		0.992175	663289	0.97258		0.993414	0.809495		21624	1		76		0.00209684	380	0	1.21497e+08	0.0269116	1.34126e+06	1.22303e+08	5.86329e+06		21637	6.0529e+07			0	0.163085	0.993414	0.804164	1.21497e+08	0.00328956	2.72613e+07	6.71257e+07	2.74722e+07	343	2.74575e+07	2.53911e+07	0.00269246	2.7432e+07	49.9768	0.0109667	0.994654		0	50.1926
GTEX-18465-0006-SM-7SB6R		C1		8.2	Blood	Whole Blood	0013756	672		BP-51578	RNA isolation_PAXgene Blood RNA (Manual)	04/15/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.98355	396422	0.974472		0.986051	0.700042		20986	1		76		0.00269181	134	0	1.00542e+08	0.0248708	430315	1.01964e+08	1.05122e+07		21022	5.00025e+07			0	0.27443	0.986051	0.690277	1.00542e+08	0.00478813	2.30001e+07	9.4015e+07	2.32056e+07	157	2.32856e+07	2.02931e+07	0.00373731	2.31857e+07	49.8926	0.00422026	0.988551		0	50.2223
GTEX-18A66-0005-SM-7SB6U		C1		9.2	Blood	Whole Blood	0013756	349		BP-51758	RNA isolation_PAXgene Blood RNA (Manual)	04/22/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.989115	1.34741e+06	0.941863		0.991183	0.724314		20595	1		76		0.00278805	134	0	8.70261e+07	0.057565	252632	8.78002e+07	9.52773e+06		20618	4.33156e+07			0	0.217549	0.991183	0.717927	8.70261e+07	0.00432276	1.89226e+07	7.90509e+07	1.91564e+07	149	1.92059e+07	1.7456e+07	0.00355381	1.90649e+07	49.8158	0.00287735	0.99325		0	50.307
GTEX-18A67-0006-SM-7SB6T		B1		9.2	Blood	Whole Blood	0013756	-75		BP-51758	RNA isolation_PAXgene Blood RNA (Manual)	04/22/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.989119	654702	0.951531		0.991757	0.751598		20948	1		76		0.0028596	143	0	8.69283e+07	0.0480949	316576	8.76508e+07	9.66313e+06		20982	4.32166e+07			0	0.199933	0.991757	0.745403	8.69283e+07	0.00465036	1.90153e+07	4.28703e+07	1.92e+07	156	1.92723e+07	1.6988e+07	0.0037526	1.91723e+07	49.8699	0.00361179	0.994395		0	50.2417
GTEX-18A6Q-0005-SM-9KNVX		C1		9.2	Blood	Whole Blood	0013756	390		BP-51758	RNA isolation_PAXgene Blood RNA (Manual)	04/22/2014	LCSET-6806	05/12/2015	TruSeq.v1	RNASEQ		0.986811	619689	0.965493		0.98802	0.735086		21050	1		76		0.00271174	134	0	8.9734e+07	0.0339779	197526	9.08221e+07	1.03254e+07		21080	4.4684e+07			0	0.230407	0.98802	0.72628	8.9734e+07	0.00386623	2.0159e+07	6.18804e+07	2.02917e+07	155	2.03174e+07	1.76694e+07	0.00328828	2.02646e+07	49.935	0.00217487	0.989229		0	50.164
GTEX-18A7A-0006-SM-7PC1P		C1		8.5	Blood	Whole Blood	0013756	365		BP-51758	RNA isolation_PAXgene Blood RNA (Manual)	04/22/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.962269	488548	0.97379		0.96654	0.791634		19726	1		76		0.0032449	111	0	8.7038e+07	0.0241791	201278	9.00511e+07	1.45902e+07		19734	4.31052e+07			0	0.182156	0.96654	0.765146	8.7038e+07	0.00568804	2.00656e+07	1.3575e+08	2.01637e+07	134	2.02888e+07	2.175e+07	0.00446107	2.03369e+07	50.0592	0.00223515	0.970812		0	50.1219
GTEX-18A7B-0005-SM-7PC1D		B1		8.8	Blood	Whole Blood	0013756	533		BP-51758	RNA isolation_PAXgene Blood RNA (Manual)	04/22/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.952545	558289	0.977302		0.955762	0.787681		17315	1		76		0.00316602	133	0	1.1115e+08	0.0209803	328018	1.16295e+08	1.64833e+07		17321	5.51433e+07			0	0.189621	0.955762	0.752836	1.1115e+08	0.00531384	2.63507e+07	1.9194e+08	2.61709e+07	170	2.63236e+07	3.02517e+07	0.00423632	2.65926e+07	50.2542	0.00282057	0.95898		0	49.8289
GTEX-18D9A-0005-SM-7SB7H		C1		8.6	Blood	Whole Blood	0013756	501		BP-52113	RNA isolation_PAXgene Blood RNA (Manual)	04/28/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.985243	524806	0.958683		0.987899	0.721358		20613	1		76		0.00271627	111	0	7.29108e+07	0.0408937	234135	7.38039e+07	7.49354e+06		20639	3.62627e+07			0	0.237325	0.987899	0.712628	7.29108e+07	0.00460956	1.62956e+07	5.63506e+07	1.64725e+07	125	1.65508e+07	1.42341e+07	0.00366037	1.64172e+07	49.7974	0.00317239	0.990554		0	50.2699
GTEX-18D9B-0005-SM-7PBYL		B1		8.1	Blood	Whole Blood	0013756	-95		BP-52113	RNA isolation_PAXgene Blood RNA (Manual)	04/28/2014	LCSET-6761,LCSET-7211	05/15/2015	TruSeq.v1	RNASEQ		0.982833	277262	0.973716		0.983758	0.813954		15641	1		76		0.00214771	83	0	5.90224e+07	0.0255659	115307	5.99969e+07	4.3772e+06		15644	2.94292e+07			0	0.159762	0.983758	0.800734	5.90224e+07	0.00327496	1.37559e+07	7.90522e+07	1.38433e+07	102	1.38385e+07	1.55241e+07	0.00271081	1.38243e+07	49.9744	0.00192188	0.984682		0	50.1583
GTEX-18D9U-0006-SM-7SB6M		B1		8.8	Blood	Whole Blood	0013756	265		BP-52113	RNA isolation_PAXgene Blood RNA (Manual)	04/28/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.987298	582969	0.951812		0.990223	0.721986		21296	1		76		0.00309319	130	0	7.80621e+07	0.0476836	320315	7.88328e+07	8.16718e+06		21333	3.87925e+07			0	0.229826	0.990223	0.714927	7.80621e+07	0.0052703	1.6948e+07	3.15936e+07	1.71587e+07	142	1.72419e+07	1.40566e+07	0.00417853	1.71014e+07	49.7953	0.00406322	0.993149		0	50.3089
GTEX-18QFQ-0006-SM-7SB6X		B1		8.4	Blood	Whole Blood	0013756	-73		BP-52410	RNA isolation_PAXgene Blood RNA (Manual)	05/05/2014	LCSET-6763	04/27/2015	TruSeq.v1	RNASEQ		0.991149	579017	0.946797		0.993164	0.723252		20784	1		76		0.00290184	128	0	8.08548e+07	0.0527885	203375	8.14114e+07	8.67252e+06		20821	4.0247e+07			0	0.223544	0.993164	0.718308	8.08548e+07	0.00443032	1.75181e+07	4.33562e+07	1.77639e+07	142	1.78061e+07	1.50084e+07	0.00366453	1.76449e+07	49.7727	0.00249812	0.995179		0	50.3484
GTEX-1A32A-0006-SM-7PC1Y		C1		9	Blood	Whole Blood	0013756	505		BP-52943	RNA isolation_PAXgene Blood RNA (Manual)	05/19/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.974271	497973	0.977182		0.97713	0.762648		19035	1		76		0.00339072	127	0	9.45272e+07	0.0219193	172385	9.67397e+07	1.47301e+07		19051	4.69493e+07			0	0.214534	0.97713	0.745206	9.45272e+07	0.00475036	2.1753e+07	1.04417e+08	2.17761e+07	153	2.18753e+07	2.15989e+07	0.00406855	2.19375e+07	50.071	0.00178195	0.979988		0	50.0265
GTEX-1A3MV-0005-SM-7PC1O		B1		8.7	Blood	Whole Blood	0013756	-195		BP-52943	RNA isolation_PAXgene Blood RNA (Manual)	05/19/2014	LCSET-6762	04/10/2015	TruSeq.v1	RNASEQ		0.961307	1.93268e+06	0.955576		0.965052	0.792502		19746	1		76		0.00388149	115	0	7.88878e+07	0.0433835	274573	8.17446e+07	1.22162e+07		19760	3.87725e+07			0	0.163074	0.965052	0.764806	7.88878e+07	0.00564861	1.73714e+07	8.38585e+07	1.7471e+07	131	1.83873e+07	1.76997e+07	0.00476162	1.67637e+07	47.6906	0.00335891	0.968797		0	50.1429
GTEX-1A3MW-0006-SM-7MKGU		C1		8.4	Blood	Whole Blood	0013756	653		BP-52943	RNA isolation_PAXgene Blood RNA (Manual)	05/19/2014	LCSET-6756	03/23/2015	TruSeq.v1	RNASEQ		0.978903	351101	0.981921		0.982232	0.829551		18462	1		76		0.00372167	121	0	7.95883e+07	0.0171573	408589	8.1028e+07	9.92511e+06		18469	3.95236e+07			0	0.152371	0.982232	0.814811	7.95883e+07	0.00502602	1.84412e+07	7.71262e+07	1.84308e+07	139	1.85294e+07	1.96634e+07	0.00437163	1.86191e+07	50.1207	0.00504257	0.985561		0	49.9859
GTEX-1A3MX-0005-SM-7MGW7		C1		8.3	Blood	Whole Blood	0013756	1054		BP-52943	RNA isolation_PAXgene Blood RNA (Manual)	05/19/2014	LCSET-6755	04/12/2015	TruSeq.v1	RNASEQ		0.977428	272305	0.981677		0.978895	0.816374		14416	1		76		0.00273089	65	0	6.22528e+07	0.0174905	134311	6.35949e+07	4.94101e+06		14419	3.10226e+07			0	0.165303	0.978895	0.799144	6.22528e+07	0.00355211	1.49252e+07	9.54816e+07	1.48538e+07	100	1.48629e+07	1.73888e+07	0.00314089	1.50168e+07	50.2576	0.00211198	0.980361		0	49.8802
